COLUMNA,DESCRIPCION,ORIGEN,TIPO_DATO,LONGITUD,CODIGO_VALIDO
mapum49,Fonogramas (discos de música) - Piezas o unidades,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum50,Fonogramas (discos de música) - Kilogramos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum51,Fonogramas (discos de música) - Litros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum52,Fonogramas (discos de música) - Metros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum53,Fonogramas (discos de música) - Pesos mexicanos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum54,"Fonogramas (discos de música) - Tableta, pastilla o cápsula",SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum55,Fonogramas (discos de música) - Caja o cajetilla,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum56,Fonogramas (discos de música) - Otra unidad de medida,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum57,Videogramas (películas) - Piezas o unidades,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum58,Videogramas (películas) - Kilogramos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum59,Videogramas (películas) - Litros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum60,Videogramas (películas) - Metros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum61,Videogramas (películas) - Pesos mexicanos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum62,"Videogramas (películas) - Tableta, pastilla o cápsula",SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum63,Videogramas (películas) - Caja o cajetilla,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum64,Videogramas (películas) - Otra unidad de medida,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum65,Software (en dispositivos de almacenamiento físicos) - Piezas o unidades,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum66,Software (en dispositivos de almacenamiento físicos) - Kilogramos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum67,Software (en dispositivos de almacenamiento físicos) - Litros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum68,Software (en dispositivos de almacenamiento físicos) - Metros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum69,Software (en dispositivos de almacenamiento físicos) - Pesos mexicanos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum70,"Software (en dispositivos de almacenamiento físicos) - Tableta, pastilla o cápsula",SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum71,Software (en dispositivos de almacenamiento físicos) - Caja o cajetilla,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum72,Software (en dispositivos de almacenamiento físicos) - Otra unidad de medida,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum73,Bebidas alcohólicas - Piezas o unidades,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum74,Bebidas alcohólicas - Kilogramos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum75,Bebidas alcohólicas - Litros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum76,Bebidas alcohólicas - Metros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum77,Bebidas alcohólicas - Pesos mexicanos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum78,"Bebidas alcohólicas - Tableta, pastilla o cápsula",SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum79,Bebidas alcohólicas - Caja o cajetilla,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum80,Bebidas alcohólicas - Otra unidad de medida,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum81,Refrescos y bebidas energizantes - Piezas o unidades,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum82,Refrescos y bebidas energizantes - Kilogramos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum83,Refrescos y bebidas energizantes - Litros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum84,Refrescos y bebidas energizantes - Metros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum85,Refrescos y bebidas energizantes - Pesos mexicanos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum86,"Refrescos y bebidas energizantes - Tableta, pastilla o cápsula",SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum87,Refrescos y bebidas energizantes - Caja o cajetilla,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum88,Refrescos y bebidas energizantes - Otra unidad de medida,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum89,Cajetillas de cigarro - Piezas o unidades,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum90,Cajetillas de cigarro - Kilogramos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum91,Cajetillas de cigarro - Litros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum92,Cajetillas de cigarro - Metros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum93,Cajetillas de cigarro - Pesos mexicanos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum94,"Cajetillas de cigarro - Tableta, pastilla o cápsula",SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum95,Cajetillas de cigarro - Caja o cajetilla,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum96,Cajetillas de cigarro - Otra unidad de medida,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum97,Cigarros (sin incluir cigarros electrónicos) - Piezas o unidades,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum98,Cigarros (sin incluir cigarros electrónicos) - Kilogramos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum99,Cigarros (sin incluir cigarros electrónicos) - Litros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum100,Cigarros (sin incluir cigarros electrónicos) - Metros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum101,Cigarros (sin incluir cigarros electrónicos) - Pesos mexicanos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum102,"Cigarros (sin incluir cigarros electrónicos) - Tableta, pastilla o cápsula",SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum103,Cigarros (sin incluir cigarros electrónicos) - Caja o cajetilla,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum104,Cigarros (sin incluir cigarros electrónicos) - Otra unidad de medida,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum105,Cigarros electrónicos - Piezas o unidades,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum106,Cigarros electrónicos - Kilogramos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum107,Cigarros electrónicos - Litros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum108,Cigarros electrónicos - Metros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum109,Cigarros electrónicos - Pesos mexicanos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum110,"Cigarros electrónicos - Tableta, pastilla o cápsula",SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum111,Cigarros electrónicos - Caja o cajetilla,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum112,Cigarros electrónicos - Otra unidad de medida,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum113,Equipos de cómputo - Piezas o unidades,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum114,Equipos de cómputo - Kilogramos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum115,Equipos de cómputo - Litros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum116,Equipos de cómputo - Metros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum117,Equipos de cómputo - Pesos mexicanos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum118,"Equipos de cómputo - Tableta, pastilla o cápsula",SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum119,Equipos de cómputo - Caja o cajetilla,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum120,Equipos de cómputo - Otra unidad de medida,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum121,Teléfonos celulares - Piezas o unidades,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum122,Teléfonos celulares - Kilogramos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum123,Teléfonos celulares - Litros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum124,Teléfonos celulares - Metros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum125,Teléfonos celulares - Pesos mexicanos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum126,"Teléfonos celulares - Tableta, pastilla o cápsula",SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum127,Teléfonos celulares - Caja o cajetilla,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum128,Teléfonos celulares - Otra unidad de medida,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum129,Accesorios para teléfonos celulares (sin incluir audífonos) - Piezas o unidades,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum130,Accesorios para teléfonos celulares (sin incluir audífonos) - Kilogramos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum131,Accesorios para teléfonos celulares (sin incluir audífonos) - Litros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum132,Accesorios para teléfonos celulares (sin incluir audífonos) - Metros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum133,Accesorios para teléfonos celulares (sin incluir audífonos) - Pesos mexicanos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum134,"Accesorios para teléfonos celulares (sin incluir audífonos) - Tableta, pastilla o cápsula",SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum135,Accesorios para teléfonos celulares (sin incluir audífonos) - Caja o cajetilla,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum136,Accesorios para teléfonos celulares (sin incluir audífonos) - Otra unidad de medida,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum137,Audífonos para teléfonos celulares - Piezas o unidades,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum138,Audífonos para teléfonos celulares - Kilogramos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum139,Audífonos para teléfonos celulares - Litros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum140,Audífonos para teléfonos celulares - Metros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum141,Audífonos para teléfonos celulares - Pesos mexicanos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum142,"Audífonos para teléfonos celulares - Tableta, pastilla o cápsula",SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum143,Audífonos para teléfonos celulares - Caja o cajetilla,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum144,Audífonos para teléfonos celulares - Otra unidad de medida,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum145,Identificaciones oficiales o documentos - Piezas o unidades,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum146,Identificaciones oficiales o documentos - Kilogramos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum147,Identificaciones oficiales o documentos - Litros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum148,Identificaciones oficiales o documentos - Metros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum149,Identificaciones oficiales o documentos - Pesos mexicanos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum150,"Identificaciones oficiales o documentos - Tableta, pastilla o cápsula",SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum151,Identificaciones oficiales o documentos - Caja o cajetilla,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum152,Identificaciones oficiales o documentos - Otra unidad de medida,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum153,Mochilas - Piezas o unidades,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum154,Mochilas - Kilogramos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum155,Mochilas - Litros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum156,Mochilas - Metros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum157,Mochilas - Pesos mexicanos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum158,"Mochilas - Tableta, pastilla o cápsula",SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum159,Mochilas - Caja o cajetilla,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum160,Mochilas - Otra unidad de medida,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum161,Bolsas de mano - Piezas o unidades,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum162,Bolsas de mano - Kilogramos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum163,Bolsas de mano - Litros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum164,Bolsas de mano - Metros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum165,Bolsas de mano - Pesos mexicanos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum166,"Bolsas de mano - Tableta, pastilla o cápsula",SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum167,Bolsas de mano - Caja o cajetilla,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum168,Bolsas de mano - Otra unidad de medida,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum169,Dinero en efectivo (incluye billetes y monedas) - Piezas o unidades,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum170,Dinero en efectivo (incluye billetes y monedas) - Kilogramos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum171,Dinero en efectivo (incluye billetes y monedas) - Litros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum172,Dinero en efectivo (incluye billetes y monedas) - Metros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum173,Dinero en efectivo (incluye billetes y monedas) - Pesos mexicanos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum174,"Dinero en efectivo (incluye billetes y monedas) - Tableta, pastilla o cápsula",SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum175,Dinero en efectivo (incluye billetes y monedas) - Caja o cajetilla,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum176,Dinero en efectivo (incluye billetes y monedas) - Otra unidad de medida,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum177,Relojes - Piezas o unidades,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum178,Relojes - Kilogramos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum179,Relojes - Litros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum180,Relojes - Metros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum181,Relojes - Pesos mexicanos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum182,"Relojes - Tableta, pastilla o cápsula",SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum183,Relojes - Caja o cajetilla,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum184,Relojes - Otra unidad de medida,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum185,Lentes de sol - Piezas o unidades,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum186,Lentes de sol - Kilogramos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum187,Lentes de sol - Litros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum188,Lentes de sol - Metros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum189,Lentes de sol - Pesos mexicanos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum190,"Lentes de sol - Tableta, pastilla o cápsula",SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum191,Lentes de sol - Caja o cajetilla,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum192,Lentes de sol - Otra unidad de medida,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum193,Perfumes - Piezas o unidades,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum194,Perfumes - Kilogramos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum195,Perfumes - Litros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum196,Perfumes - Metros,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum197,Perfumes - Pesos mexicanos,SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
mapum198,"Perfumes - Tableta, pastilla o cápsula",SECC IV. 16,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
