COLUMNA,DESCRIPCION,ORIGEN,TIPO_DATO,LONGITUD,CODIGO_VALIDO
umflo20,Agaváceas - Otro tipo de agaváceas - Otra unidad de medida,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo21,Agaváceas - Agaváceas no identificadas - Ejemplares o unidades,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo22,Agaváceas - Agaváceas no identificadas - Kilogramos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo23,Agaváceas - Agaváceas no identificadas - Metros cúbicos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo24,Agaváceas - Agaváceas no identificadas - Otra unidad de medida,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo25,Cactáceas - Biznagas - Ejemplares o unidades,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo26,Cactáceas - Biznagas - Kilogramos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo27,Cactáceas - Biznagas - Metros cúbicos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo28,Cactáceas - Biznagas - Otra unidad de medida,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo29,Cactáceas - Cactus - Ejemplares o unidades,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo30,Cactáceas - Cactus - Kilogramos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo31,Cactáceas - Cactus - Metros cúbicos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo32,Cactáceas - Cactus - Otra unidad de medida,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo33,Cactáceas - Nopales - Ejemplares o unidades,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo34,Cactáceas - Nopales - Kilogramos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo35,Cactáceas - Nopales - Metros cúbicos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo36,Cactáceas - Nopales - Otra unidad de medida,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo37,Cactáceas - Otro tipo de cactáceas - Ejemplares o unidades,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo38,Cactáceas - Otro tipo de cactáceas - Kilogramos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo39,Cactáceas - Otro tipo de cactáceas - Metros cúbicos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo40,Cactáceas - Otro tipo de cactáceas - Otra unidad de medida,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo41,Cactáceas - Cactáceas no identificadas - Ejemplares o unidades,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo42,Cactáceas - Cactáceas no identificadas - Kilogramos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo43,Cactáceas - Cactáceas no identificadas - Metros cúbicos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo44,Cactáceas - Cactáceas no identificadas - Otra unidad de medida,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo45,Cicadales - Palmas - Ejemplares o unidades,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo46,Cicadales - Palmas - Kilogramos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo47,Cicadales - Palmas - Metros cúbicos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo48,Cicadales - Palmas - Otra unidad de medida,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo49,Cicadales - Palmeras - Ejemplares o unidades,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo50,Cicadales - Palmeras - Kilogramos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo51,Cicadales - Palmeras - Metros cúbicos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo52,Cicadales - Palmeras - Otra unidad de medida,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo53,Cicadales - Otro tipo de palmas - Ejemplares o unidades,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo54,Cicadales - Otro tipo de palmas - Kilogramos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo55,Cicadales - Otro tipo de palmas - Metros cúbicos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo56,Cicadales - Otro tipo de palmas - Otra unidad de medida,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo57,Cicadales - Cicadales no identificadas - Ejemplares o unidades,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo58,Cicadales - Cicadales no identificadas - Kilogramos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo59,Cicadales - Cicadales no identificadas - Metros cúbicos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo60,Cicadales - Cicadales no identificadas - Otra unidad de medida,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo61,Maderables - Caobas - Ejemplares o unidades,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo62,Maderables - Caobas - Kilogramos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo63,Maderables - Caobas - Metros cúbicos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo64,Maderables - Caobas - Otra unidad de medida,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo65,Maderables - Cedros - Ejemplares o unidades,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo66,Maderables - Cedros - Kilogramos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo67,Maderables - Cedros - Metros cúbicos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo68,Maderables - Cedros - Otra unidad de medida,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo69,Maderables - Oyameles - Ejemplares o unidades,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo70,Maderables - Oyameles - Kilogramos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo71,Maderables - Oyameles - Metros cúbicos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo72,Maderables - Oyameles - Otra unidad de medida,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo73,Maderables - Pinos - Ejemplares o unidades,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo74,Maderables - Pinos - Kilogramos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo75,Maderables - Pinos - Metros cúbicos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo76,Maderables - Pinos - Otra unidad de medida,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo77,Maderables - Otro tipo de maderables - Ejemplares o unidades,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo78,Maderables - Otro tipo de maderables - Kilogramos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo79,Maderables - Otro tipo de maderables - Metros cúbicos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo80,Maderables - Otro tipo de maderables - Otra unidad de medida,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo81,Maderables - Maderables no identificadas - Ejemplares o unidades,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo82,Maderables - Maderables no identificadas - Kilogramos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo83,Maderables - Maderables no identificadas - Metros cúbicos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo84,Maderables - Maderables no identificadas - Otra unidad de medida,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo85,Copales (burseras) - Ejemplares o unidades,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo86,Copales (burseras) - Kilogramos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo87,Copales (burseras) - Metros cúbicos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo88,Copales (burseras) - Otra unidad de medida,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo89,"Lirios, lilas - Ejemplares o unidades",SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo90,"Lirios, lilas - Kilogramos",SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo91,"Lirios, lilas - Metros cúbicos",SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo92,"Lirios, lilas - Otra unidad de medida",SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo93,Orquídeas - Ejemplares o unidades,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo94,Orquídeas - Kilogramos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo95,Orquídeas - Metros cúbicos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo96,Orquídeas - Otra unidad de medida,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo97,Pata de elefante (beaucarnea recurvata) - Ejemplares o unidades,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo98,Pata de elefante (beaucarnea recurvata) - Kilogramos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo99,Pata de elefante (beaucarnea recurvata) - Metros cúbicos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo100,Pata de elefante (beaucarnea recurvata) - Otra unidad de medida,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo101,Tulipanes - Ejemplares o unidades,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo102,Tulipanes - Kilogramos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo103,Tulipanes - Metros cúbicos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo104,Tulipanes - Otra unidad de medida,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo105,Otro tipo de especies de flora - Ejemplares o unidades,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo106,Otro tipo de especies de flora - Kilogramos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo107,Otro tipo de especies de flora - Metros cúbicos,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
umflo108,Otro tipo de especies de flora - Otra unidad de medida,SECC IV. 26,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
