"Censo Nacional de Seguridad Pública Federal 2019
Módulo 2: Seguridad Pública Federal
7,AUTORN5,,,Carácter,20,,Secretaría de Marina (SEMAR),"0-999999999999999, NA, NSS, ND, NULL"
8,AUTORN6,,,Carácter,20,,Autoridades aduaneras,"0-999999999999999, NA, NSS, ND, NULL"
9,AUTORN7,,,Carácter,20,,Otras autoridades,"0-999999999999999, NA, NSS, ND, NULL"
,,,,,,,,
"Censo Nacional de Seguridad Pública Federal 2019
Módulo 2: Seguridad Pública Federal
Tema: Ejercicio de la función de seguridad pública federal",,,,,,,,
"Archivo: PER_ASEG.dbf (Contiene variables que caracterizan a la Policía Federal de acuerdo las personas aseguradas por la comisión de hechos probablemente delictivos, según sexo, durante el año 2018.)",,,,,,,,
"Núm.de 
campo","Nombre de 
la columna",Origen,Descripción,"Tipo de 
dato",Longitud,Códigos válidos en la columna,,"Rango
(Los valores NA, NSS y ND equivalen a No aplica, No se sabe y No disponible, respectivamente)"
1,SEXOIDTT,SECC I. 4,"La cantidad de personas aseguradas por la Policía Federal por la comisión de hechos probablemente delictivos, según sexo, durante el año 2018.",Carácter,20,,Total,"0-999999999999999, NA, NSS, ND, NULL"
2,SEXOID1,,,Carácter,20,,Hombres,"0-999999999999999, NA, NSS, ND, NULL"
3,SEXOID2,,,Carácter,20,,Mujeres,"0-999999999999999, NA, NSS, ND, NULL"
4,SEXOID3,,,Carácter,20,,No identificado,"0-999999999999999, NA, NSS, ND, NULL"
,,,,,,,,
"Censo Nacional de Seguridad Pública Federal 2019
Módulo 2: Seguridad Pública Federal
Tema: Ejercicio de la función de seguridad pública federal",,,,,,,,
"Archivo: ASEG_PRO.dbf (Contiene variables que caracterizan a la Policía Federal de acuerdo con las personas aseguradas por la comisión de hechos probablemente delictivos, según procedencia y sexo, durante el año 2018.)",,,,,,,,
"Núm.de 
campo","Nombre de 
la columna",Origen,Descripción,"Tipo de 
dato",Longitud,Códigos válidos en la columna,,"Rango
(Los valores NA, NSS y ND equivalen a No aplica, No se sabe y No disponible, respectivamente)"
1,TIPROCED,SECC I. 5,"Clasificación de la Policía Federal de acuerdo con las personas aseguradas por la comisión de hechos probablemente delictivos, según procedencia, durante el año 2018.",Numérico,1,1,Nacionales,
,,,,,,2,Extranjeros,
,,,,,,9,No especificados,
2,SEXOIDTT,SECC I. 5,"La cantidad de personas aseguradas por la Policía Federal por la comisión de hechos probablemente delictivos, según procedencia y sexo, durante el año 2018.",Carácter,20,,Total,"0-999999999999999, NA, NSS, ND, NULL"
3,SEXOID1,,,Carácter,20,,Hombres,"0-999999999999999, NA, NSS, ND, NULL"
4,SEXOID2,,,Carácter,20,,Mujeres,"0-999999999999999, NA, NSS, ND, NULL"
5,SEXOID3,,,Carácter,20,,No identificado,"0-999999999999999, NA, NSS, ND, NULL"
,,,,,,,,
"Censo Nacional de Seguridad Pública Federal 2019
Módulo 2: Seguridad Pública Federal
Tema: Ejercicio de la función de seguridad pública federal",,,,,,,,
"Archivo: ASEG_EDA.dbf (Contiene variables que caracterizan a la Policía Federal de acuerdo con las personas aseguradas por la comisión de hechos probablemente delictivos, según rango de edad y sexo, durante el año 2018.)",,,,,,,,
"Núm.de 
campo","Nombre de 
la columna",Origen,Descripción,"Tipo de 
dato",Longitud,Códigos válidos en la columna,,"Rango
(Los valores NA, NSS y ND equivalen a No aplica, No se sabe y No disponible, respectivamente)"
1,EDAD_RAN,SECC I. 6,"Clasificación de la Policía Federal de acuerdo las personas aseguradas por la comisión de hechos probablemente delictivos, según rango de edad, durante el año 2018.",Numérico,2,1,De 12 a 14 años,
,,,,,,2,De 15 a 17 años,
,,,,,,3,De 18 a 19 años,
,,,,,,4,De 20 a 24 años,
,,,,,,5,De 25 a 29 años,
,,,,,,6,De 30 a 34 años,
,,,,,,7,De 35 a 39 años,
,,,,,,8,De 40 a 44 años,
,,,,,,9,De 45 a 49 años,
,,,,,,10,De 50 a 54 años,
,,,,,,11,De 55 a 59 años,
,,,,,,12,De 60 años y más,
,,,,,,13,No identificado,
,,,,,,99,No especificado,
2,SEXOIDTT,SECC I. 6,"La cantidad de personas aseguradas por la Policía Federal por la comisión de hechos probablemente delictivos, según rango de edad y sexo, durante el año 2018.",Carácter,20,,Total,"0-999999999999999, NA, NSS, ND, NULL"
3,SEXOID1,,,Carácter,20,,Hombres,"0-999999999999999, NA, NSS, ND, NULL"
4,SEXOID2,,,Carácter,20,,Mujeres,"0-999999999999999, NA, NSS, ND, NULL"
5,SEXOID3,,,Carácter,20,,No identificado,"0-999999999999999, NA, NSS, ND, NULL"
,,,,,,,,
"Censo Nacional de Seguridad Pública Federal 2019
Módulo 2: Seguridad Pública Federal
Tema: Ejercicio de la función de seguridad pública federal",,,,,,,,
"Archivo: HECHDELI.dbf (Contiene variables que caracterizan a la Policía Federal de acuerdo con las personas aseguradas por la comisión de hechos probablemente delictivos, según hecho, durante el año 2018.)",,,,,,,,
"Núm.de 
campo","Nombre de 
la columna",Origen,Descripción,"Tipo de 
dato",Longitud,Códigos válidos en la columna,,"Rango
(Los valores NA, NSS y ND equivalen a No aplica, No se sabe y No disponible, respectivamente)"
1,HECDELIT,SECC I. 7,"Clasificación de la Policía Federal de acuerdo con las personas aseguradas por la comisión de hechos probablemente delictivos, según hecho, durante el año 2018.",Numérico,1,1,Secuestro,
,,,,,,2,Posesión de narcóticos,
,,,,,,3,Extorsión,
,,,,,,4,Homicidio doloso,
,,,,,,5,Posesión de armas,
,,,,,,6,Trata de personas,
,,,,,,7,Tráfico de personas,
,,,,,,8,"Delitos en materia de hidrocarburos (Sustracción, alteración y aprovechamiento de hidrocarburos)",
,,,,,,9,Delitos ambientales,
2,TOTALCA1,SECC I. 7,"La cantidad de personas aseguradas por la Policía Federal por la comisión de hechos probablemente delictivos, según hecho, durante el año 2018.",Carácter,20,,,"0-999999999999999, NA, NSS, ND, NULL"
,,,,,,,,
"Censo Nacional de Seguridad Pública Federal 2019
Módulo 2: Seguridad Pública Federal
Tema: Ejercicio de la función de seguridad pública federal",,,,,,,,
"Archivo: ASEG_SEX.dbf (Contiene variables que caracterizan a la Policía Federal de acuerdo con las personas aseguradas por la comisión de hechos probablemente delictivos, según entidad federativa del aseguramiento y sexo, durante el año 2018.)",,,,,,,,
"Núm.de 
campo","Nombre de 
la columna",Origen,Descripción,"Tipo de 
dato",Longitud,Códigos válidos en la columna,,"Rango
(Los valores NA, NSS y ND equivalen a No aplica, No se sabe y No disponible, respectivamente)"
1,ENTIDAD,SECC I. 8,"Clasificación de la Policía Federal de acuerdo con las personas aseguradas por la comisión de hechos probablemente delictivos, según entidad federativa del aseguramiento, durante el año 2018.",Carácter,2,01,Aguascalientes,
,,,,,,02,Baja California,
,,,,,,03,Baja California Sur,
,,,,,,04,Campeche,
,,,,,,05,Coahuila de Zaragoza,
,,,,,,06,Colima,
,,,,,,07,Chiapas,
,,,,,,08,Chihuahua,
,,,,,,09,Ciudad de México,
,,,,,,10,Durango,
,,,,,,11,Guanajuato,
,,,,,,12,Guerrero,
,,,,,,13,Hidalgo,
,,,,,,14,Jalisco,
,,,,,,15,México,
,,,,,,16,Michoacán de Ocampo,
,,,,,,17,Morelos,
,,,,,,18,Nayarit,
,,,,,,19,Nuevo León,
,,,,,,20,Oaxaca,
,,,,,,21,Puebla,
,,,,,,22,Querétaro,
,,,,,,23,Quintana Roo,
,,,,,,24,San Luis Potosí,
,,,,,,25,Sinaloa,
,,,,,,26,Sonora,
,,,,,,27,Tabasco,
,,,,,,28,Tamaulipas,
,,,,,,29,Tlaxcala,
,,,,,,30,Veracruz de Ignacio de la Llave,
,,,,,,31,Yucatán,
,,,,,,32,Zacatecas,
,,,,,,99,No especificado,
2,SEXOIDTT,SECC I. 8,"La cantidad de personas aseguradas por la Policía Federal por la comisión de hechos probablemente delictivos, según entidad federativa del aseguramiento y sexo, durante el año 2018.",Carácter,20,,Total,"0-999999999999999, NA, NSS, ND, NULL"
3,SEXOID1,,,Carácter,20,,Hombres,"0-999999999999999, NA, NSS, ND, NULL"
4,SEXOID2,,,Carácter,20,,Mujeres,"0-999999999999999, NA, NSS, ND, NULL"
5,SEXOID3,,,Carácter,20,,No identificado,"0-999999999999999, NA, NSS, ND, NULL"
,,,,,,,,
"Censo Nacional de Seguridad Pública Federal 2019
Módulo 2: Seguridad Pública Federal
Tema: Ejercicio de la función de seguridad pública federal",,,,,,,,
"Archivo: ARM_ASEG.dbf (Contiene variables que caracterizan a la Policía Federal de acuerdo con las armas de fuego, municiones y explosivos asegurados, según tipo, durante el año 2018.)",,,,,,,,
"Núm.de 
campo","Nombre de 
la columna",Origen,Descripción,"Tipo de 
dato",Longitud,Códigos válidos en la columna,,"Rango
(Los valores NA, NSS y ND equivalen a No aplica, No se sabe y No disponible, respectivamente)"
1,ARMEXP1,SECC I. 9,"La cantidad de armas de fuego, municiones y explosivos asegurados por la Policía Federal, según tipo, durante el año 2018.",Carácter,20,,Armas de fuego - Total,"0-999999999999999, NA, NSS, ND, NULL"
2,ARMEXP2,,,Carácter,20,,Armas de fuego - Largas,"0-999999999999999, NA, NSS, ND, NULL"
3,ARMEXP3,,,Carácter,20,,Armas de fuego - Cortas,"0-999999999999999, NA, NSS, ND, NULL"
4,ARMEXP5,,,Carácter,20,,Lanzagranadas / lanzacohetes,"0-999999999999999, NA, NSS, ND, NULL"
5,ARMEXP6,,,Carácter,20,,Granadas,"0-999999999999999, NA, NSS, ND, NULL"
6,ARMEXP7,,,Carácter,20,,Cartuchos,"0-999999999999999, NA, NSS, ND, NULL"
7,ARMEXP8,,,Carácter,20,,Cargadores,"0-999999999999999, NA, NSS, ND, NULL"
,,,,,,,,
"Censo Nacional de Seguridad Pública Federal 2019
Módulo 2: Seguridad Pública Federal
Tema: Ejercicio de la función de seguridad pública federal",,,,,,,,
"Archivo: ARMS_ENT.dbf (Contiene variables que caracterizan a la Policía Federal de acuerdo con las armas de fuego, municiones y explosivos asegurados, según la entidad federativa donde se llevo a cabo el aseguramiento y tipo, durante el año 2018.)",,,,,,,,
"Núm.de 
campo","Nombre de 
la columna",Origen,Descripción,"Tipo de 
dato",Longitud,Códigos válidos en la columna,,"Rango
(Los valores NA, NSS y ND equivalen a No aplica, No se sabe y No disponible, respectivamente)"
1,ENTIDAD,SECC I. 10,"Clasificación de la Policía Federal de acuerdo con las armas de fuego, municiones y explosivos asegurados, según la entidad federativa donde se llevo a cabo el aseguramiento, durante el año 2018.",Carácter,2,01,Aguascalientes,
,,,,,,02,Baja California,
,,,,,,03,Baja California Sur,
,,,,,,04,Campeche,
,,,,,,05,Coahuila de Zaragoza,
,,,,,,06,Colima,
,,,,,,07,Chiapas,
,,,,,,08,Chihuahua,
,,,,,,09,Ciudad de México,
,,,,,,10,Durango,
,,,,,,11,Guanajuato,
,,,,,,12,Guerrero,
,,,,,,13,Hidalgo,
,,,,,,14,Jalisco,
,,,,,,15,México,
,,,,,,16,Michoacán de Ocampo,
,,,,,,17,Morelos,
,,,,,,18,Nayarit,
,,,,,,19,Nuevo León,
,,,,,,20,Oaxaca,
,,,,,,21,Puebla,
,,,,,,22,Querétaro,
,,,,,,23,Quintana Roo,
,,,,,,24,San Luis Potosí,
,,,,,,25,Sinaloa,
,,,,,,26,Sonora,
,,,,,,27,Tabasco,
,,,,,,28,Tamaulipas,
,,,,,,29,Tlaxcala,
,,,,,,30,Veracruz de Ignacio de la Llave,
,,,,,,31,Yucatán,
,,,,,,32,Zacatecas,
,,,,,,99,No especificado,
2,ARMEXP1,SECC I. 10,"La cantidad de armas de fuego, municiones y explosivos asegurados por la Policía Federal, según la entidad federativa donde se llevo a cabo el aseguramiento y tipo, durante el año 2018.",Carácter,20,,Armas de fuego - Total,"0-999999999999999, NA, NSS, ND, NULL"
3,ARMEXP2,,,Carácter,20,,Armas de fuego - Largas,"0-999999999999999, NA, NSS, ND, NULL"
4,ARMEXP3,,,Carácter,20,,Armas de fuego - Cortas,"0-999999999999999, NA, NSS, ND, NULL"
5,ARMEXP5,,,Carácter,20,,Lanzagranadas / lanzacohetes,"0-999999999999999, NA, NSS, ND, NULL"
6,ARMEXP6,,,Carácter,20,,Granadas,"0-999999999999999, NA, NSS, ND, NULL"
7,ARMEXP7,,,Carácter,20,,Cartuchos,"0-999999999999999, NA, NSS, ND, NULL"
8,ARMEXP8,,,Carácter,20,,Cargadores,"0-999999999999999, NA, NSS, ND, NULL"
,,,,,,,,
"Censo Nacional de Seguridad Pública Federal 2019
Módulo 2: Seguridad Pública Federal
Tema: Ejercicio de la función de seguridad pública federal",,,,,,,,
"Archivo: HIDROCAR.dbf (Contiene variables que caracterizan a la Policía Federal de acuerdo con los hidrocarburos asegurados, según su tipo, durante el año 2018.)",,,,,,,,
"Núm.de 
campo","Nombre de 
la columna",Origen,Descripción,"Tipo de 
dato",Longitud,Códigos válidos en la columna,,"Rango
(Los valores NA, NSS y ND equivalen a No aplica, No se sabe y No disponible, respectivamente)"
1,HIDROC1,SECC I. 11,"La cantidad de hidrocarburos asegurados por la Policía Federal, según su tipo, durante el año 2018.",Carácter,20,,Diésel (Litros),"0-999999999999999, NA, NSS, ND, NULL"
2,HIDROC2,,,Carácter,20,,Gasolina (Litros),"0-999999999999999, NA, NSS, ND, NULL"
3,HIDROC3,,,Carácter,20,,Gas LP (Litros),"0-999999999999999, NA, NSS, ND, NULL"
4,HIDROC4,,,Carácter,20,,Combustóleo (Litros),"0-999999999999999, NA, NSS, ND, NULL"
5,HIDROC5,,,Carácter,20,,Otros (Litros),"0-999999999999999, NA, NSS, ND, NULL"
,,,,,,,,
"Censo Nacional de Seguridad Pública Federal 2019
Módulo 2: Seguridad Pública Federal
Tema: Ejercicio de la función de seguridad pública federal",,,,,,,,
"Archivo: HIDROENT.dbf (Contiene variables que caracterizan a la Policía Federal de acuerdo con los hidrocarburos asegurados, según la entidad federativa donde se llevó acabo el aseguramiento y tipo, durante el año 2018.)",,,,,,,,
"Núm.de 
campo","Nombre de 
la columna",Origen,Descripción,"Tipo de 
dato",Longitud,Códigos válidos en la columna,,"Rango
(Los valores NA, NSS y ND equivalen a No aplica, No se sabe y No disponible, respectivamente)"
1,ENTIDAD,SECC I. 12,"Clasificación de la Policía Federal de acuerdo con los hidrocarburos asegurados, según la entidad federativa donde se llevó acabo el aseguramiento, durante el año 2018.",Carácter,2,01,Aguascalientes,
,,,,,,02,Baja California,
,,,,,,03,Baja California Sur,
,,,,,,04,Campeche,
,,,,,,05,Coahuila de Zaragoza,
,,,,,,06,Colima,
,,,,,,07,Chiapas,
,,,,,,08,Chihuahua,
,,,,,,09,Ciudad de México,
,,,,,,10,Durango,
,,,,,,11,Guanajuato,
,,,,,,12,Guerrero,
,,,,,,13,Hidalgo,
,,,,,,14,Jalisco,
,,,,,,15,México,
,,,,,,16,Michoacán de Ocampo,
,,,,,,17,Morelos,
,,,,,,18,Nayarit,
,,,,,,19,Nuevo León,
,,,,,,20,Oaxaca,
,,,,,,21,Puebla,
,,,,,,22,Querétaro,
,,,,,,23,Quintana Roo,
,,,,,,24,San Luis Potosí,
,,,,,,25,Sinaloa,
,,,,,,26,Sonora,
,,,,,,27,Tabasco,
,,,,,,28,Tamaulipas,
,,,,,,29,Tlaxcala,
,,,,,,30,Veracruz de Ignacio de la Llave,
,,,,,,31,Yucatán,
,,,,,,32,Zacatecas,
,,,,,,99,No especificado,
2,HIDROC1,SECC I. 12,"La cantidad de hidrocarburos asegurados por la Policía Federal, según la entidad federativa donde se llevó acabo el aseguramiento y tipo, durante el año 2018.",Carácter,20,,Diésel (Litros),"0-999999999999999, NA, NSS, ND, NULL"
3,HIDROC2,,,Carácter,20,,Gasolina (Litros),"0-999999999999999, NA, NSS, ND, NULL"
4,HIDROC3,,,Carácter,20,,Gas LP (Litros),"0-999999999999999, NA, NSS, ND, NULL"
5,HIDROC4,,,Carácter,20,,Combustóleo (Litros),"0-999999999999999, NA, NSS, ND, NULL"
6,HIDROC5,,,Carácter,20,,Otros (Litros),"0-999999999999999, NA, NSS, ND, NULL"
,,,,,,,,
"Censo Nacional de Seguridad Pública Federal 2019
Módulo 2: Seguridad Pública Federal
Tema: Ejercicio de la función de seguridad pública federal",,,,,,,,
"Archivo: PROBNARC.dbf (Contiene variables que caracterizan a la Policía Federal de acuerdo con los probables narcóticos asegurados (cocaína, mariguana y amapola), según tipo y unidad de medida, durante el año 2018.)",,,,,,,,
"Núm.de 
campo","Nombre de 
la columna",Origen,Descripción,"Tipo de 
dato",Longitud,Códigos válidos en la columna,,"Rango
(Los valores NA, NSS y ND equivalen a No aplica, No se sabe y No disponible, respectivamente)"
1,CMANAR1,SECC I. 13,"La cantidad de probables narcóticos (cocaína, mariguana y amapola) asegurados por la Policía Federal, según tipo y unidad de medida, durante el año 2018.",Carácter,20,,Cocaína (kilogramos),"0-999999999999999, NA, NSS, ND, NULL"
2,CMANAR2,,,Carácter,20,,Mariguana (kilogramos) - Total,"0-999999999999999, NA, NSS, ND, NULL"
3,CMANAR3,,,Carácter,20,,Mariguana (kilogramos) - Tipo de producción - Mariguana,"0-999999999999999, NA, NSS, ND, NULL"
4,CMANAR4,,,Carácter,20,,Mariguana (kilogramos) - Tipo de producción - Hojas,"0-999999999999999, NA, NSS, ND, NULL"
5,CMANAR5,,,Carácter,20,,Mariguana (kilogramos) - Tipo de producción - Hachís,"0-999999999999999, NA, NSS, ND, NULL"
6,CMANAR6,,,Carácter,20,,Mariguana (kilogramos) - Tipo de producción - Semillas,"0-999999999999999, NA, NSS, ND, NULL"
7,CMANAR8,,,Carácter,20,,Amapola (kilogramos) - Total,"0-999999999999999, NA, NSS, ND, NULL"
8,CMANAR9,,,Carácter,20,,Amapola (kilogramos) - Tipo de producción - Amapola,"0-999999999999999, NA, NSS, ND, NULL"
9,CMANAR10,,,Carácter,20,,Amapola (kilogramos) - Tipo de producción - Semillas,"0-999999999999999, NA, NSS, ND, NULL"
10,CMANAR11,,,Carácter,20,,Amapola (kilogramos) - Tipo de producción - Goma de opio,"0-999999999999999, NA, NSS, ND, NULL"
11,CMANAR12,,,Carácter,20,,Amapola (kilogramos) - Tipo de producción - Goma de amapola,"0-999999999999999, NA, NSS, ND, NULL"
12,CMANAR13,,,Carácter,20,,Amapola (kilogramos) - Tipo de producción - Heroína,"0-999999999999999, NA, NSS, ND, NULL"
13,CMANAR14,,,Carácter,20,,Amapola (kilogramos) - Tipo de producción - Morfina,"0-999999999999999, NA, NSS, ND, NULL"
,,,,,,,,
"Censo Nacional de Seguridad Pública Federal 2019
Módulo 2: Seguridad Pública Federal
Tema: Ejercicio de la función de seguridad pública federal",,,,,,,,
"Archivo: PRO_NARC.dbf (Contiene variables que caracterizan a la Policía Federal de acuerdo con los probables narcóticos asegurados (LSD, MDA, Metilendioxianfetamina, Metanfetamina, Psicotrópicos), según tipo y unidad de medida, durante el año 2018.)",,,,,,,,
"Núm.de 
campo","Nombre de 
la columna",Origen,Descripción,"Tipo de 
dato",Longitud,Códigos válidos en la columna,,"Rango
(Los valores NA, NSS y ND equivalen a No aplica, No se sabe y No disponible, respectivamente)"
1,LMPNAR1,SECC I. 13,"La cantidad de probables narcóticos (LSD, MDA, Metilendioxianfetamina, Metanfetamina, Psicotrópicos) asegurados por la Policía Federal, según tipo y unidad de medida, durante el año 2018.",Carácter,20,,Lisergida (LSD) (kilogramos),"0-999999999999999, NA, NSS, ND, NULL"
2,LMPNAR2,,,Carácter,20,,"MDA, Metilendioxianfetamina - Kilogramos","0-999999999999999, NA, NSS, ND, NULL"
3,LMPNAR3,,,Carácter,20,,"MDA, Metilendioxianfetamina - Unidades (tableta o cápsula)","0-999999999999999, NA, NSS, ND, NULL"
4,LMPNAR4,,,Carácter,20,,Metanfetamina - Kilogramos,"0-999999999999999, NA, NSS, ND, NULL"
5,LMPNAR5,,,Carácter,20,,Metanfetamina - Unidades (tableta o cápsula),"0-999999999999999, NA, NSS, ND, NULL"
6,LMPNAR6,,,Carácter,20,,Psicotrópicos - Unidades (tableta o cápsula),"0-999999999999999, NA, NSS, ND, NULL"
,,,,,,,,
"Censo Nacional de Seguridad Pública Federal 2019
Módulo 2: Seguridad Pública Federal
Tema: Ejercicio de la función de seguridad pública federal",,,,,,,,
"Archivo: PRNAC_EN.dbf (Contiene variables que caracterizan a la Policía Federal de acuerdo con los probables narcóticos asegurados (cocaína, mariguana y amapola), según entidad federativa donde se llevo a cabo el aseguramiento, tipo y unidad de medida, durante el año 2018.)",,,,,,,,
"Núm.de 
campo","Nombre de 
la columna",Origen,Descripción,"Tipo de 
dato",Longitud,Códigos válidos en la columna,,"Rango
(Los valores NA, NSS y ND equivalen a No aplica, No se sabe y No disponible, respectivamente)"
1,ENTIDAD,SECC I. 14,"Clasificación de la Policía Federal de acuerdo con los probables narcóticos asegurados (cocaína, mariguana y amapola), según entidad federativa donde se llevo a cabo el aseguramiento, durante el año 2018.",Carácter,2,01,Aguascalientes,
,,,,,,02,Baja California,
,,,,,,03,Baja California Sur,
,,,,,,04,Campeche,
,,,,,,05,Coahuila de Zaragoza,
,,,,,,06,Colima,
,,,,,,07,Chiapas,
,,,,,,08,Chihuahua,
,,,,,,09,Ciudad de México,
,,,,,,10,Durango,
,,,,,,11,Guanajuato,
,,,,,,12,Guerrero,
,,,,,,13,Hidalgo,
,,,,,,14,Jalisco,
,,,,,,15,México,
,,,,,,16,Michoacán de Ocampo,
,,,,,,17,Morelos,
,,,,,,18,Nayarit,
,,,,,,19,Nuevo León,
,,,,,,20,Oaxaca,
,,,,,,21,Puebla,
,,,,,,22,Querétaro,
,,,,,,23,Quintana Roo,
,,,,,,24,San Luis Potosí,
,,,,,,25,Sinaloa,
,,,,,,26,Sonora,
,,,,,,27,Tabasco,
,,,,,,28,Tamaulipas,
,,,,,,29,Tlaxcala,
,,,,,,30,Veracruz de Ignacio de la Llave,
,,,,,,31,Yucatán,
,,,,,,32,Zacatecas,
,,,,,,99,No especificado,
2,CMANAR1,SECC I. 14,"La cantidad de probables narcóticos (cocaína, mariguana, amapola) asegurados por la Policía Federal, según entidad federativa donde se llevo a cabo el aseguramiento, tipo y unidad de medida, durante el año 2018.",Carácter,20,,Cocaína (kilogramos),"0-999999999999999, NA, NSS, ND, NULL"
3,CMANAR2,,,Carácter,20,,Mariguana (kilogramos) - Total,"0-999999999999999, NA, NSS, ND, NULL"
4,CMANAR3,,,Carácter,20,,Mariguana (kilogramos) - Tipo de producción - Mariguana,"0-999999999999999, NA, NSS, ND, NULL"
5,CMANAR4,,,Carácter,20,,Mariguana (kilogramos) - Tipo de producción - Hojas,"0-999999999999999, NA, NSS, ND, NULL"
